Hospital_ID,Hospital_Name,Ownership,Facility_Type,State,District,Taluk,Latitude,Longitude,Total_Beds,ICU_Beds,Oxygen_Beds,Ventilators,Emergency_Services,Ambulances,Primary_Specialization,Specializations_List,Contact_Number,Website
HSP0273,Gowribidanur Oncology Center 191,Trust,PHC,Karnataka,Chikkaballapur,Gowribidanur,12.892436,75.346182,22,14,10,10,Yes,5,Oncology,Endocrinology;General Surgery;Dermatology;Neurology;ENT;Orthopedics;Pulmonology;Pediatrics;Cardiology;Radiology;Oncology,+91-9443325013,www.gowribidanurhealth18.com
HSP0274,Sakleshpur Dermatology Center 91,Private,Multi-specialty Hospital,Karnataka,Hassan,Sakleshpur,14.888193,77.537439,215,3,31,10,Yes,0,Dermatology,Dermatology;Neurology;OBG;Cardiology;Ophthalmology;Nephrology;General Surgery;Orthopedics;Urology;General Medicine;Psychiatry;Pulmonology,+91-8996545630,www.sakleshpurhealth97.com
HSP0275,Chintamani Gastroenterology Center 288,Private,CHC,Karnataka,Chikkaballapur,Chintamani,15.385011,76.565709,196,18,17,2,Yes,1,Gastroenterology,Neurology;Urology;Pediatrics;Cardiology;General Medicine;Gastroenterology;Endocrinology;Radiology;OBG;Psychiatry;Nephrology;General Surgery,+91-8196516588,www.chintamanihealth84.com
HSP0276,Jagalur Pediatrics Center 166,Private,Taluk Hospital,Karnataka,Davangere,Jagalur,14.953216,78.240071,176,11,15,1,Yes,4,Pediatrics,Pulmonology;Gastroenterology;Urology;General Medicine;Pediatrics;Dermatology,+91-9416271415,www.jagalurhealth29.com
HSP0277,Bagepalli Dermatology Center 195,Private,PHC,Karnataka,Chikkaballapur,Bagepalli,15.014561,78.039903,136,3,2,0,Yes,0,Dermatology,Pulmonology;Psychiatry;Ophthalmology;General Surgery;General Medicine;Nephrology;Endocrinology;ENT;Radiology;Orthopedics;Pediatrics;Dermatology,+91-9608234460,www.bagepallihealth60.com
HSP0278,Pandavapura General Medicine Center 27,Government,Multi-specialty Hospital,Karnataka,Mandya,Pandavapura,12.685394,77.595415,228,7,1,2,No,3,General Medicine,Gastroenterology;OBG;Psychiatry;Radiology;Ophthalmology;Nephrology;General Surgery;General Medicine;Oncology;Pulmonology,+91-8639503222,www.pandavapurahealth35.com
HSP0279,Holenarasipura Endocrinology Center 179,Private,PHC,Karnataka,Hassan,Holenarasipura,13.18046,76.616484,144,18,6,7,No,2,Endocrinology,Neurology;Pediatrics;Pulmonology;Urology;Dermatology;Nephrology;Endocrinology;Orthopedics;General Medicine;Gastroenterology,+91-7917607821,www.holenarasipurahealth38.com
HSP0280,Honnali Radiology Center 151,Government,Taluk Hospital,Karnataka,Davangere,Honnali,14.025485,77.212495,211,19,10,7,No,4,Radiology,General Surgery;Nephrology;Dermatology;Urology;Radiology;Oncology,+91-8403518041,www.honnalihealth18.com
HSP0281,Mulbagal General Surgery Center 254,Private,PHC,Karnataka,Kolar,Mulbagal,15.315635,75.347109,162,19,18,7,No,3,General Surgery,Cardiology;General Medicine;ENT;Orthopedics;Urology;General Surgery;Psychiatry,+91-9753714205,www.mulbagalhealth11.com
HSP0282,Maddur Gastroenterology Center 171,Government,CHC,Karnataka,Mandya,Maddur,14.334388,75.92865,248,14,39,4,Yes,3,Gastroenterology,Nephrology;Urology;General Surgery;Endocrinology;Radiology;Gastroenterology;Pediatrics;Ophthalmology;ENT;General Medicine,+91-7663789871,www.maddurhealth66.com
HSP0283,Pandavapura Pediatrics Center 38,Trust,Multi-specialty Hospital,Karnataka,Mandya,Pandavapura,14.880049,75.804591,72,0,5,2,Yes,5,Pediatrics,Urology;Radiology;Pediatrics;Cardiology;Neurology,+91-8989550632,www.pandavapurahealth83.com
HSP0284,Bangarpet Dermatology Center 133,Private,CHC,Karnataka,Kolar,Bangarpet,12.485434,76.83558,180,13,27,0,Yes,2,Dermatology,General Surgery;Orthopedics;Dermatology;Oncology;Pulmonology;Cardiology;Ophthalmology;Urology,+91-9745259406,www.bangarpethealth15.com
HSP0285,Jagalur General Surgery Center 68,Government,CHC,Karnataka,Davangere,Jagalur,12.444198,77.932714,38,12,23,8,Yes,0,General Surgery,Pediatrics;General Surgery;Ophthalmology;Orthopedics;Pulmonology;Psychiatry;Oncology;Nephrology;Cardiology;Dermatology;OBG;Neurology,+91-9842112822,www.jagalurhealth62.com
HSP0286,Pandavapura Radiology Center 128,Government,Multi-specialty Hospital,Karnataka,Mandya,Pandavapura,13.866457,77.43289,297,14,27,1,Yes,2,Radiology,Dermatology;Ophthalmology;Neurology;Oncology;Radiology;Urology;Pulmonology,+91-8415881794,www.pandavapurahealth64.com
HSP0287,Jagalur Endocrinology Center 131,Private,Taluk Hospital,Karnataka,Davangere,Jagalur,12.123451,77.452452,80,3,12,5,No,0,Endocrinology,Urology;Pulmonology;OBG;Endocrinology;Dermatology;Ophthalmology;General Medicine,+91-7726706462,www.jagalurhealth17.com
HSP0288,Nyamathi Endocrinology Center 223,Government,CHC,Karnataka,Davangere,Nyamathi,12.215976,77.583219,216,10,13,7,Yes,1,Endocrinology,Radiology;Pulmonology;General Medicine;Endocrinology;OBG;Urology;Oncology,+91-8205108071,www.nyamathihealth95.com
HSP0289,Maddur General Surgery Center 259,Trust,Taluk Hospital,Karnataka,Mandya,Maddur,13.090179,75.273747,172,8,12,1,Yes,1,General Surgery,General Surgery;Cardiology;Pediatrics;General Medicine;Urology;Orthopedics;Pulmonology;Ophthalmology;Nephrology,+91-7547583029,www.maddurhealth20.com
HSP0290,Arsikere Dermatology Center 25,Trust,Taluk Hospital,Karnataka,Hassan,Arsikere,12.194814,77.03673,166,13,16,1,Yes,4,Dermatology,Nephrology;OBG;Cardiology;Dermatology;Pediatrics;Urology;General Surgery;Orthopedics;Radiology;Endocrinology,+91-8013798092,www.arsikerehealth25.com
HSP0291,Honnali Endocrinology Center 168,Government,Taluk Hospital,Karnataka,Davangere,Honnali,12.702229,76.408531,27,7,29,3,No,3,Endocrinology,Cardiology;Psychiatry;Endocrinology;Pulmonology;Neurology,+91-9815341543,www.honnalihealth82.com
HSP0292,Honnali Radiology Center 293,Government,CHC,Karnataka,Davangere,Honnali,15.594404,76.877132,250,3,36,6,Yes,0,Radiology,Orthopedics;Radiology;General Surgery;Pediatrics;Psychiatry;Pulmonology,+91-9922704091,www.honnalihealth76.com
HSP0293,Sakleshpur Pulmonology Center 175,Trust,Multi-specialty Hospital,Karnataka,Hassan,Sakleshpur,15.238055,76.675304,27,2,39,9,Yes,0,Pulmonology,Neurology;Oncology;Gastroenterology;Pediatrics;Pulmonology;Cardiology;Nephrology,+91-7414604146,www.sakleshpurhealth26.com
HSP0294,Bangarpet Pulmonology Center 225,Government,PHC,Karnataka,Kolar,Bangarpet,12.385694,77.462255,282,3,11,6,Yes,1,Pulmonology,General Surgery;Gastroenterology;Pulmonology;General Medicine;Urology;Oncology;Ophthalmology;Endocrinology;Dermatology,+91-8257235940,www.bangarpethealth79.com
HSP0295,Maddur General Surgery Center 69,Private,PHC,Karnataka,Mandya,Maddur,13.834994,77.238476,123,2,11,6,Yes,2,General Surgery,Dermatology;Psychiatry;Orthopedics;ENT;General Surgery,+91-8158132942,www.maddurhealth40.com
HSP0296,Honnali Dermatology Center 161,Government,Taluk Hospital,Karnataka,Davangere,Honnali,12.204409,75.098713,147,13,20,3,No,4,Dermatology,Dermatology;OBG;ENT;Endocrinology;Urology;Pulmonology;Nephrology;Cardiology,+91-9406055820,www.honnalihealth99.com
HSP0297,Maddur Dermatology Center 219,Government,Multi-specialty Hospital,Karnataka,Mandya,Maddur,15.177656,75.49408,67,16,27,6,Yes,0,Dermatology,Radiology;Nephrology;General Medicine;OBG;Dermatology;Oncology,+91-7005160881,www.maddurhealth78.com
HSP0298,Holenarasipura Gastroenterology Center 136,Trust,Private Nursing Home,Karnataka,Hassan,Holenarasipura,12.988044,76.835234,178,20,35,1,No,0,Gastroenterology,ENT;Pediatrics;Gastroenterology;Cardiology;Dermatology;Psychiatry;Ophthalmology;OBG;Urology,+91-7030603386,www.holenarasipurahealth97.com
HSP0299,Bagepalli Endocrinology Center 153,Private,Multi-specialty Hospital,Karnataka,Chikkaballapur,Bagepalli,13.077621,77.13784,291,15,19,10,Yes,4,Endocrinology,Psychiatry;Nephrology;Endocrinology;Pediatrics;Cardiology;Dermatology;Ophthalmology;Neurology,+91-9857098048,www.bagepallihealth25.com
HSP0300,Sakleshpur Cardiology Center 100,Private,Multi-specialty Hospital,Karnataka,Hassan,Sakleshpur,15.215706,76.007895,31,6,33,1,Yes,4,Cardiology,OBG;ENT;Ophthalmology;Orthopedics;General Medicine;Cardiology;General Surgery;Psychiatry;Endocrinology,+91-7546338802,www.sakleshpurhealth42.com
HSP0301,Bagepalli Radiology Center 17,Government,CHC,Karnataka,Chikkaballapur,Bagepalli,15.336433,77.177593,183,9,34,1,No,2,Radiology,Oncology;Pulmonology;Cardiology;Orthopedics;OBG;Radiology,+91-9679515359,www.bagepallihealth3.com
HSP0302,Sakleshpur Ophthalmology Center 33,Government,Multi-specialty Hospital,Karnataka,Hassan,Sakleshpur,14.23543,77.082626,237,5,14,7,Yes,4,Ophthalmology,Urology;Dermatology;Orthopedics;Ophthalmology;Radiology;Endocrinology;Psychiatry;ENT,+91-9934578884,www.sakleshpurhealth52.com
HSP0303,Harihara Urology Center 83,Trust,CHC,Karnataka,Davangere,Harihara,15.361056,77.640394,218,7,3,4,No,4,Urology,Neurology;General Surgery;Gastroenterology;Pediatrics;Urology;Nephrology,+91-9682313594,www.hariharahealth24.com
HSP0304,Arsikere Dermatology Center 183,Government,PHC,Karnataka,Hassan,Arsikere,14.05806,75.747642,148,14,30,6,No,3,Dermatology,Urology;Dermatology;Endocrinology;Nephrology;Radiology;Oncology,+91-8474427691,www.arsikerehealth82.com
HSP0305,Kolar Taluk Neurology Center 208,Trust,CHC,Karnataka,Kolar,Kolar Taluk,12.808521,76.641254,178,5,30,1,No,5,Neurology,ENT;General Medicine;Psychiatry;Cardiology;Pediatrics;Radiology;Oncology;Neurology;Orthopedics;Ophthalmology,+91-7046563286,www.kolartalukhealth44.com
HSP0306,Maddur Pediatrics Center 65,Private,Multi-specialty Hospital,Karnataka,Mandya,Maddur,15.432118,77.104746,289,11,38,5,No,4,Pediatrics,Urology;Cardiology;Pulmonology;General Surgery;Nephrology;Gastroenterology;Psychiatry;Radiology;Ophthalmology;Orthopedics;Pediatrics;OBG,+91-9183986119,www.maddurhealth32.com
HSP0307,Malavalli Pulmonology Center 218,Government,CHC,Karnataka,Mandya,Malavalli,12.838912,78.067338,263,8,19,5,Yes,2,Pulmonology,Nephrology;ENT;General Medicine;Neurology;Pulmonology,+91-8644005273,www.malavallihealth47.com
HSP0308,Belur Pediatrics Center 204,Private,CHC,Karnataka,Hassan,Belur,13.372179,76.823273,161,13,34,9,No,1,Pediatrics,Pediatrics;General Medicine;Oncology;Dermatology;Neurology;OBG;Nephrology;Pulmonology;Radiology;Urology;Psychiatry,+91-7744612376,www.belurhealth78.com
HSP0309,Kolar Taluk Pulmonology Center 222,Trust,CHC,Karnataka,Kolar,Kolar Taluk,15.529717,76.492886,126,2,3,5,Yes,3,Pulmonology,Dermatology;Orthopedics;Ophthalmology;OBG;Gastroenterology;Oncology;Pulmonology;Pediatrics;Nephrology;Cardiology,+91-9922118117,www.kolartalukhealth15.com
HSP0310,Gowribidanur Nephrology Center 171,Government,CHC,Karnataka,Chikkaballapur,Gowribidanur,12.511579,76.204006,172,10,38,7,No,5,Nephrology,Nephrology;Pulmonology;General Surgery;Pediatrics;Psychiatry;Oncology;Orthopedics;OBG;Dermatology;Gastroenterology,+91-8780244232,www.gowribidanurhealth10.com
HSP0311,Holenarasipura Urology Center 69,Government,Private Nursing Home,Karnataka,Hassan,Holenarasipura,13.716899,77.568847,82,19,28,5,No,2,Urology,Oncology;Radiology;Dermatology;Urology;Nephrology,+91-9721477729,www.holenarasipurahealth41.com
HSP0312,Mulbagal Pulmonology Center 131,Private,PHC,Karnataka,Kolar,Mulbagal,13.867758,78.031101,87,2,37,3,No,3,Pulmonology,Dermatology;Orthopedics;General Surgery;Oncology;Nephrology;Pulmonology;Urology;Gastroenterology;Cardiology;OBG;Neurology;Ophthalmology,+91-7584759762,www.mulbagalhealth90.com
HSP0313,Holenarasipura Orthopedics Center 219,Trust,CHC,Karnataka,Hassan,Holenarasipura,13.860095,78.019077,109,3,30,1,No,3,Orthopedics,Oncology;General Surgery;Orthopedics;Gastroenterology;Psychiatry;Cardiology,+91-8315572491,www.holenarasipurahealth8.com
HSP0314,Jagalur Oncology Center 60,Trust,Taluk Hospital,Karnataka,Davangere,Jagalur,14.619262,78.155348,189,2,0,2,No,5,Oncology,Cardiology;Nephrology;Urology;Oncology;Orthopedics;General Medicine;Dermatology;Endocrinology,+91-8873926210,www.jagalurhealth44.com
HSP0315,Pandavapura General Surgery Center 19,Trust,CHC,Karnataka,Mandya,Pandavapura,12.247893,75.364939,73,20,16,0,Yes,5,General Surgery,Pulmonology;Gastroenterology;Radiology;General Surgery;Neurology,+91-7149520064,www.pandavapurahealth44.com
HSP0316,Nyamathi ENT Center 238,Trust,Taluk Hospital,Karnataka,Davangere,Nyamathi,14.618667,76.089544,206,13,38,7,No,2,ENT,Gastroenterology;Pulmonology;Orthopedics;Urology;Oncology;Ophthalmology;General Medicine;ENT;Neurology;Endocrinology;Dermatology;Pediatrics,+91-9892323652,www.nyamathihealth3.com
HSP0317,Srirangapatna Psychiatry Center 226,Government,Private Nursing Home,Karnataka,Mandya,Srirangapatna,15.641239,76.077242,117,10,31,8,Yes,3,Psychiatry,Psychiatry;Radiology;ENT;Dermatology;General Surgery;Endocrinology;Pediatrics;Neurology,+91-8502950371,www.srirangapatnahealth97.com
HSP0318,Sakleshpur Psychiatry Center 100,Trust,PHC,Karnataka,Hassan,Sakleshpur,12.035181,75.902891,245,4,4,0,No,0,Psychiatry,Endocrinology;Oncology;OBG;Psychiatry;Cardiology,+91-8670768163,www.sakleshpurhealth39.com
HSP0319,Bagepalli Ophthalmology Center 152,Trust,Taluk Hospital,Karnataka,Chikkaballapur,Bagepalli,14.202459,78.429301,293,19,30,0,No,0,Ophthalmology,Nephrology;Dermatology;Endocrinology;General Medicine;Cardiology;Neurology;Gastroenterology;Pulmonology;OBG;Psychiatry;Ophthalmology;General Surgery,+91-8428568399,www.bagepallihealth47.com
HSP0320,Malavalli Oncology Center 144,Government,Private Nursing Home,Karnataka,Mandya,Malavalli,12.176786,77.757087,83,14,16,0,No,4,Oncology,Neurology;General Medicine;Pediatrics;Endocrinology;Dermatology;Oncology,+91-9766454724,www.malavallihealth13.com
HSP0321,Sakleshpur General Surgery Center 172,Government,Private Nursing Home,Karnataka,Hassan,Sakleshpur,12.310864,76.904991,121,12,35,4,Yes,3,General Surgery,Cardiology;General Medicine;Gastroenterology;Oncology;Pediatrics;Urology;Nephrology;Psychiatry;Dermatology;Endocrinology;General Surgery,+91-9451524438,www.sakleshpurhealth58.com
HSP0322,Bangarpet Radiology Center 183,Private,CHC,Karnataka,Kolar,Bangarpet,14.612848,76.118705,202,5,12,4,No,1,Radiology,Endocrinology;Cardiology;Ophthalmology;Dermatology;General Surgery;Radiology;Gastroenterology,+91-9730512601,www.bangarpethealth46.com
HSP0323,Harihara Neurology Center 103,Government,Multi-specialty Hospital,Karnataka,Davangere,Harihara,15.663252,75.803316,28,3,19,5,No,3,Neurology,Cardiology;Dermatology;Urology;Pulmonology;Neurology;Psychiatry;Gastroenterology;Nephrology,+91-9222824634,www.hariharahealth79.com
HSP0324,Harihara Gastroenterology Center 289,Government,Multi-specialty Hospital,Karnataka,Davangere,Harihara,14.676731,77.894195,228,1,33,1,Yes,1,Gastroenterology,Gastroenterology;Nephrology;ENT;Oncology;Dermatology,+91-7894635849,www.hariharahealth79.com
HSP0325,Sakleshpur General Medicine Center 203,Private,PHC,Karnataka,Hassan,Sakleshpur,14.535495,75.395732,177,9,4,8,No,1,General Medicine,Radiology;OBG;Pediatrics;Orthopedics;Oncology;General Medicine;Endocrinology;Nephrology,+91-7092438005,www.sakleshpurhealth84.com
HSP0326,Chintamani Orthopedics Center 201,Private,CHC,Karnataka,Chikkaballapur,Chintamani,12.48,75.503259,111,1,32,8,Yes,5,Orthopedics,General Surgery;Nephrology;Neurology;Gastroenterology;Orthopedics;Radiology;Oncology;Endocrinology;Cardiology;Ophthalmology,+91-9415425811,www.chintamanihealth65.com
HSP0327,Mulbagal Orthopedics Center 203,Private,PHC,Karnataka,Kolar,Mulbagal,12.681408,76.937964,49,9,1,0,No,3,Orthopedics,Gastroenterology;Orthopedics;Oncology;Radiology;ENT;Cardiology;Endocrinology;Urology;Psychiatry;Nephrology,+91-7928059957,www.mulbagalhealth48.com
HSP0328,Malavalli ENT Center 156,Private,PHC,Karnataka,Mandya,Malavalli,13.33383,75.910471,29,14,31,1,Yes,5,ENT,Cardiology;Radiology;Neurology;Nephrology;Psychiatry;Ophthalmology;ENT;Endocrinology;OBG,+91-7013085244,www.malavallihealth17.com
HSP0329,Holenarasipura OBG Center 235,Private,Private Nursing Home,Karnataka,Hassan,Holenarasipura,13.434788,77.481031,43,6,13,10,Yes,3,OBG,OBG;Endocrinology;Pulmonology;Orthopedics;Oncology;Radiology;General Surgery;Urology,+91-7366346837,www.holenarasipurahealth42.com
HSP0330,Gowribidanur Gastroenterology Center 60,Trust,CHC,Karnataka,Chikkaballapur,Gowribidanur,12.31097,78.227887,151,0,9,6,Yes,1,Gastroenterology,Pulmonology;Nephrology;Oncology;Gastroenterology;ENT;General Medicine;General Surgery;Orthopedics;Radiology;Pediatrics;Dermatology;Ophthalmology,+91-9055609098,www.gowribidanurhealth66.com
HSP0331,Gudibande OBG Center 263,Private,PHC,Karnataka,Chikkaballapur,Gudibande,14.334276,77.071464,146,3,3,7,Yes,0,OBG,General Surgery;Neurology;OBG;Dermatology;Gastroenterology;Ophthalmology;Radiology;Oncology;General Medicine;Psychiatry;Orthopedics,+91-8086790389,www.gudibandehealth21.com
HSP0332,Bangarpet OBG Center 2,Trust,Taluk Hospital,Karnataka,Kolar,Bangarpet,14.528202,75.669276,109,5,9,0,Yes,3,OBG,Psychiatry;OBG;ENT;Endocrinology;Cardiology;Oncology;Urology;Ophthalmology;Orthopedics;Dermatology,+91-7347729399,www.bangarpethealth43.com
HSP0333,Sakleshpur ENT Center 67,Trust,Multi-specialty Hospital,Karnataka,Hassan,Sakleshpur,14.061776,76.749576,26,1,14,6,Yes,2,ENT,Orthopedics;Urology;Pulmonology;Oncology;Nephrology;ENT,+91-8482419998,www.sakleshpurhealth6.com
HSP0334,Srirangapatna Cardiology Center 298,Government,Private Nursing Home,Karnataka,Mandya,Srirangapatna,12.776267,76.269565,43,14,32,1,No,3,Cardiology,Dermatology;Neurology;General Surgery;Cardiology;ENT;Oncology;Endocrinology;Urology;Psychiatry,+91-7796181705,www.srirangapatnahealth28.com
HSP0335,Malur ENT Center 170,Private,PHC,Karnataka,Kolar,Malur,14.621139,75.010287,136,14,33,3,No,0,ENT,Ophthalmology;ENT;Neurology;Nephrology;Pulmonology,+91-7440568059,www.malurhealth39.com
HSP0336,Bagepalli Ophthalmology Center 181,Government,CHC,Karnataka,Chikkaballapur,Bagepalli,15.556283,75.62613,105,12,30,10,No,0,Ophthalmology,Cardiology;General Medicine;Dermatology;Ophthalmology;Neurology;Nephrology;Psychiatry,+91-7935451918,www.bagepallihealth35.com
HSP0337,Belur Cardiology Center 255,Trust,CHC,Karnataka,Hassan,Belur,15.425186,76.870764,101,6,17,2,Yes,4,Cardiology,Pediatrics;Ophthalmology;Gastroenterology;Cardiology;Urology,+91-7516225431,www.belurhealth78.com
HSP0338,Bangarpet OBG Center 153,Trust,PHC,Karnataka,Kolar,Bangarpet,12.23276,75.295168,162,3,21,1,No,4,OBG,Ophthalmology;OBG;Neurology;Endocrinology;Dermatology;General Surgery;Radiology;General Medicine;Orthopedics;Nephrology;Pediatrics;ENT,+91-8412611976,www.bangarpethealth20.com
HSP0339,Jagalur Gastroenterology Center 95,Government,Multi-specialty Hospital,Karnataka,Davangere,Jagalur,13.86704,77.553919,282,0,18,3,No,0,Gastroenterology,Pulmonology;Neurology;Oncology;Endocrinology;ENT;Gastroenterology;General Surgery,+91-9844053090,www.jagalurhealth34.com
HSP0340,Bangarpet Urology Center 217,Trust,Private Nursing Home,Karnataka,Kolar,Bangarpet,12.787343,77.940831,233,20,6,1,Yes,5,Urology,Ophthalmology;Nephrology;Dermatology;Urology;Gastroenterology;Radiology;Endocrinology;Pediatrics;Pulmonology;Neurology,+91-9562104165,www.bangarpethealth84.com
HSP0341,Chintamani Radiology Center 201,Government,CHC,Karnataka,Chikkaballapur,Chintamani,12.033819,78.027772,36,18,30,6,No,5,Radiology,Psychiatry;Endocrinology;Nephrology;OBG;General Surgery;Pediatrics;Radiology;Oncology;Ophthalmology;Neurology;Pulmonology;Gastroenterology,+91-7204386367,www.chintamanihealth1.com
HSP0342,Bagepalli Nephrology Center 287,Trust,Private Nursing Home,Karnataka,Chikkaballapur,Bagepalli,13.970207,77.336694,293,1,19,9,No,3,Nephrology,Urology;Cardiology;Dermatology;Ophthalmology;Nephrology;Oncology;OBG;Neurology;General Surgery,+91-8555393583,www.bagepallihealth96.com
HSP0343,Maddur Urology Center 274,Private,CHC,Karnataka,Mandya,Maddur,13.430029,77.727116,151,4,6,1,Yes,3,Urology,Oncology;ENT;Cardiology;Orthopedics;OBG;Pediatrics;Radiology;Urology;Nephrology,+91-9861780972,www.maddurhealth78.com
HSP0344,Harihara Nephrology Center 89,Government,Taluk Hospital,Karnataka,Davangere,Harihara,14.943411,78.030125,201,19,2,4,Yes,2,Nephrology,Radiology;Nephrology;Dermatology;Cardiology;Gastroenterology,+91-7136408481,www.hariharahealth42.com
HSP0345,Malavalli Radiology Center 158,Government,Private Nursing Home,Karnataka,Mandya,Malavalli,15.557156,76.833757,110,2,24,1,Yes,1,Radiology,Endocrinology;Neurology;Ophthalmology;OBG;Pediatrics;Dermatology;Psychiatry;Orthopedics;Nephrology;Pulmonology;Radiology,+91-7565000317,www.malavallihealth67.com
HSP0346,Honnali Neurology Center 212,Government,Taluk Hospital,Karnataka,Davangere,Honnali,15.079826,77.367081,222,20,11,4,No,2,Neurology,ENT;Dermatology;Ophthalmology;Neurology;Urology;Pediatrics,+91-9848653866,www.honnalihealth38.com
HSP0347,Gowribidanur Nephrology Center 39,Trust,CHC,Karnataka,Chikkaballapur,Gowribidanur,15.65894,77.95206,57,19,14,3,Yes,4,Nephrology,Pediatrics;General Surgery;OBG;Gastroenterology;Pulmonology;General Medicine;Nephrology;ENT,+91-8519399802,www.gowribidanurhealth43.com
HSP0348,Bagepalli Endocrinology Center 262,Trust,Taluk Hospital,Karnataka,Chikkaballapur,Bagepalli,12.682856,75.622989,34,16,36,2,Yes,2,Endocrinology,Pediatrics;General Surgery;Radiology;Cardiology;ENT;Pulmonology;Urology;Neurology;General Medicine;Endocrinology;OBG,+91-7500410385,www.bagepallihealth63.com
HSP0349,Bagepalli General Medicine Center 80,Private,PHC,Karnataka,Chikkaballapur,Bagepalli,14.636638,77.969262,235,14,4,9,No,2,General Medicine,Nephrology;General Medicine;Oncology;Gastroenterology;General Surgery;Endocrinology;Urology;Pulmonology;Cardiology;ENT,+91-8896813598,www.bagepallihealth8.com
HSP0350,Belur Cardiology Center 4,Government,Multi-specialty Hospital,Karnataka,Hassan,Belur,14.811764,77.645527,218,14,7,1,Yes,2,Cardiology,ENT;Orthopedics;Endocrinology;Cardiology;Nephrology;General Surgery,+91-7600204226,www.belurhealth3.com
HSP0351,Harihara Neurology Center 245,Private,Private Nursing Home,Karnataka,Davangere,Harihara,12.982207,78.069064,201,18,14,6,Yes,0,Neurology,General Medicine;Pediatrics;Neurology;Orthopedics;Pulmonology;ENT;Psychiatry;OBG;Endocrinology;Cardiology;Nephrology;General Surgery,+91-7456481651,www.hariharahealth6.com
HSP0352,Gudibande Ophthalmology Center 237,Private,CHC,Karnataka,Chikkaballapur,Gudibande,15.329813,75.121433,212,18,30,10,No,4,Ophthalmology,Dermatology;Cardiology;Orthopedics;ENT;Pediatrics;Ophthalmology;Psychiatry,+91-9884431042,www.gudibandehealth6.com
HSP0353,Kolar Taluk Endocrinology Center 222,Private,CHC,Karnataka,Kolar,Kolar Taluk,15.657141,78.306531,128,18,3,0,No,2,Endocrinology,Dermatology;Radiology;General Surgery;Pulmonology;Urology;Cardiology;Nephrology;Endocrinology;Oncology;General Medicine,+91-7872223437,www.kolartalukhealth85.com
HSP0354,Sakleshpur Ophthalmology Center 300,Trust,CHC,Karnataka,Hassan,Sakleshpur,12.619142,76.142068,270,11,7,3,No,2,Ophthalmology,Ophthalmology;Nephrology;OBG;Neurology;Psychiatry;Urology;Oncology;Orthopedics;Gastroenterology;Pediatrics;Radiology;ENT,+91-7100057167,www.sakleshpurhealth36.com
HSP0355,Sakleshpur Ophthalmology Center 52,Private,Taluk Hospital,Karnataka,Hassan,Sakleshpur,14.058967,77.837229,36,3,28,8,Yes,4,Ophthalmology,OBG;Radiology;Endocrinology;Pulmonology;Dermatology;ENT;Ophthalmology;Neurology;General Medicine,+91-9168105608,www.sakleshpurhealth41.com
HSP0356,Jagalur Dermatology Center 25,Trust,CHC,Karnataka,Davangere,Jagalur,13.773955,78.229,216,9,15,3,Yes,5,Dermatology,Ophthalmology;Psychiatry;Nephrology;Radiology;Cardiology;Oncology;Pediatrics;Dermatology,+91-9182172122,www.jagalurhealth52.com
HSP0357,Nyamathi Dermatology Center 47,Trust,Private Nursing Home,Karnataka,Davangere,Nyamathi,13.871173,76.729431,65,19,23,3,Yes,3,Dermatology,Urology;Pediatrics;Orthopedics;Gastroenterology;Dermatology,+91-9098061148,www.nyamathihealth5.com
HSP0358,Sakleshpur Endocrinology Center 149,Private,PHC,Karnataka,Hassan,Sakleshpur,15.36801,77.118059,144,14,35,8,Yes,2,Endocrinology,General Surgery;OBG;Psychiatry;ENT;Urology;Endocrinology;Oncology;Dermatology;Orthopedics;Pediatrics;General Medicine;Nephrology,+91-8054591579,www.sakleshpurhealth67.com
HSP0359,Holenarasipura Cardiology Center 63,Government,CHC,Karnataka,Hassan,Holenarasipura,14.842866,77.899788,138,10,25,8,Yes,0,Cardiology,Radiology;General Medicine;Pulmonology;Pediatrics;Psychiatry;Gastroenterology;Nephrology;Oncology;Dermatology;OBG;Cardiology;Orthopedics,+91-8603080542,www.holenarasipurahealth60.com
HSP0360,Chintamani ENT Center 227,Government,Private Nursing Home,Karnataka,Chikkaballapur,Chintamani,13.18109,77.519182,242,20,15,10,No,2,ENT,Endocrinology;Psychiatry;ENT;General Medicine;Dermatology;OBG;Oncology;Nephrology;Radiology,+91-9330924495,www.chintamanihealth14.com
HSP0361,Harihara Urology Center 221,Private,Taluk Hospital,Karnataka,Davangere,Harihara,13.815207,77.990163,75,10,24,1,No,2,Urology,Gastroenterology;Oncology;General Surgery;Cardiology;Endocrinology;Psychiatry;OBG;Neurology;Orthopedics;Radiology;General Medicine;Urology,+91-7714181987,www.hariharahealth47.com
HSP0362,Malavalli Dermatology Center 53,Trust,Private Nursing Home,Karnataka,Mandya,Malavalli,14.97067,76.432083,166,7,34,6,No,4,Dermatology,Psychiatry;Oncology;General Surgery;Pulmonology;ENT;Nephrology;Pediatrics;Ophthalmology;OBG;Dermatology;Gastroenterology,+91-9257567199,www.malavallihealth53.com
HSP0363,Malur Orthopedics Center 74,Government,Taluk Hospital,Karnataka,Kolar,Malur,13.830824,75.564999,238,8,8,4,Yes,2,Orthopedics,OBG;Neurology;Dermatology;Endocrinology;Orthopedics;ENT;General Medicine;General Surgery;Psychiatry;Cardiology,+91-9970972461,www.malurhealth83.com
